doc_id,hash,copies,corpus,text
3909499,-2329170672686107309,61,BigQuery," could provide additional values.

        Return an int indicating the new absolute position.
        """"""
        self._unsupported(""seek"")

    def tell(self):
        """"""Return an int indicating the current stream position.""""""
        return self.seek(0, 1)

    def truncate(self, pos=None):
        """"""Truncate file to size bytes.

        Size defaults to the current IO position as reported by tell().  Return
        the new size.
        """"""
        self._unsupported(""truncate"")

    ### Flush and close ###

    def flush(self):
        """"""Flush write buffers, if applicable.

        This is not implemented"
544871,5777199578632530049,9,BigQuery,",
            selectforeground=select_colors['foreground'],
            selectbackground=select_colors['background'],
            )

    IDENTCHARS = string.ascii_letters + string.digits + ""_""

    def colorize_syntax_error(self, text, pos):
        text.tag_add(""ERROR"", pos)
        char = text.get(pos)
        if char and char in self.IDENTCHARS:
            text.tag_add(""ERROR"", pos + "" wordstart"", pos)
        if '\n' == text.get(pos):   # error at line end
            text.mark_set"
1786173,4535584132718191894,14,BigQuery,"add_method('Add', 
                   'void', 
                   [param('ns3::ByteTagList const &', 'o')])
    ## byte-tag-list.h (module 'network'): void ns3::ByteTagList::AddAtEnd(int32_t appendOffset) [member function]
    cls.add_method('AddAtEnd', 
                   'void', 
                   [param('int32_t', 'appendOffset')])
    ## byte-tag-list.h (module 'network'): void ns3::ByteTagList::AddAtStart(int32_t prependOffset) [member function]
    cls."
6606711,2717414733249273206,18,BigQuery,"
    if verbose:
        print ""Testing correct dispatch of subclass overloading __r<op>__...""

    # This code tests various cases where right-dispatch of a subclass
    # should be preferred over left-dispatch of a base class.

    # Case 1: subclass of int; this tests code in abstract.c::binary_op1()

    class B(int):
        def __floordiv__(self, other):
            return ""B.__floordiv__""
        def __rfloordiv__(self, other):
            return ""B.__rfloordiv__""

    vereq(B(1) // 1,"
2453750,-4090549063588854759,58,BigQuery,"assertTrue(m_sock.close.called)

    @mock.patch('asyncio.base_events.socket')
    def test_create_datagram_endpoint_no_addrinfo(self, m_socket):
        m_socket.getaddrinfo.return_value = []
        m_socket.getaddrinfo._is_coroutine = False

        coro = self.loop.create_datagram_endpoint(
            MyDatagramProto, local_addr=('localhost', 0))
        self.assertRaises(
            OSError, self.loop.run_until_complete, coro)

    def test_"
2179545,3889838027715924996,6,BigQuery,"loop)

        @asyncio.coroutine
        def task():
            yield from fut1
            try:
                yield from fut2
            except asyncio.CancelledError:
                return 42

        t = asyncio.Task(task(), loop=self.loop)
        test_utils.run_briefly(self.loop)
        self.assertIs(t._fut_waiter, fut1)  # White-box test.
        fut1.set_result(None)
        test_utils.run_briefly(self.loop)
        self.assertIs(t._fut_waiter,"
6500097,5475709056845292853,13,BigQuery,"Equal(42.0, f.clean(42))
        self.assertRaisesMessage(ValidationError, ""'Enter a number.'"", f.clean, 'a')
        self.assertEqual(1.0, f.clean('1.0 '))
        self.assertEqual(1.0, f.clean(' 1.0'))
        self.assertEqual(1.0, f.clean(' 1.0 '))
        self.assertRaisesMessage(ValidationError, ""'Enter a number.'"", f.clean, '1.0a')
        self.assertEqual(f.max_value, None)
        self"
2104653,1131227306413539349,17,BigQuery,"playground.html"", ""en"", parent=self.pf, position=""right"")

            self.assertFalse(self.pg.publisher_public)

            # login as master for approval
            self.slave_page = self.slave_page.reload()

            publish_page(self.slave_page, self.user_master, 'en')

            # publish and approve them all
            publish_page(self.pa, self.user_master, 'en')
            publish_page(self.pb, self.user_master, 'en')
            publish_page(self.pc, self.user_master, 'en')"
6030137,-910466606968593241,12,BigQuery,",y+1,options)
        
    def _move(self, dx, dy):
        self.x = self.x + dx
        self.y = self.y + dy
        
    def clone(self):
        other = Point(self.x,self.y)
        other.config = self.config.copy()
        return other
                
    def getX(self): return self.x
    def getY(self): return self.y

class _BBox(GraphicsObject):
    # Internal base class for objects represented by bounding box
    # (opposite corners) Line segment is a degenerate case.
    
"
5181740,1549352675274140687,7,BigQuery,"    if result.ite is not None:
      raise result.ite
    return

  def metricMonitor(self, name, options):
    """"""
    Parameters:
     - name
     - options
    """"""
    self.send_metricMonitor(name, options)
    self.recv_metricMonitor()

  def send_metricMonitor(self, name, options):
    self._oprot.writeMessageBegin('metricMonitor', TMessageType.CALL, self._seqid)
    args = metricMonitor_args()
    args.name = name
    args.options = options
    args.write(self._oprot)
"
7076511,1565167063983578990,23,BigQuery," data
        elif len(data) < self.length:
            self.length -= len(data)
            self.dataCallback(data)
            return b''


    def _dataReceived_FINISHED(self, data):
        raise RuntimeError(
            ""_ChunkedTransferDecoder.dataReceived called after last ""
            ""chunk was processed"")


    def dataReceived(self, data):
        """"""
        Interpret data from a request or response body which uses the
        I{chunked} Transfer-Encoding.
        """"""
        data = self._buffer + data
        self._buffer = b''
"
4741382,-7030467478337186607,8,BigQuery," the batch size.
    softmax_loss_function: Function (labels, logits) -> loss-batch
      to be used instead of the standard softmax (the default if this is None).
      **Note that to avoid confusion, it is required for the function to accept
      named arguments.**
    name: Optional name for this operation, defaults to ""sequence_loss"".

  Returns:
    A scalar float Tensor: The average log-perplexity per symbol (weighted).

  Raises:
    ValueError: If len(logits) is different from len(targets) or len(weights).
  """"""
  with ops.name_"
1104994,-8930557985433765718,16,BigQuery,"
# Most setting_changed receivers are supposed to be added below,
# except for cases where the receiver is related to a contrib app.

# Settings that may not work well when using 'override_settings' (#19031)
COMPLEX_OVERRIDE_SETTINGS = {'DATABASES'}


@receiver(setting_changed)
def clear_cache_handlers(**kwargs):
    if kwargs['setting'] == 'CACHES':
        from django.core.cache import caches
        caches._caches = threading.local()


@receiver(setting_changed)
def update_installed_"
1195095,-5348123537937074628,8,BigQuery,"Produce a :class:`.ColumnClause` object that has the
    :paramref:`.column.is_literal` flag set to True.

    :func:`.literal_column` is similar to :func:`.column`, except that
    it is more often used as a ""standalone"" column expression that renders
    exactly as stated; while :func:`.column` stores a string name that
    will be assumed to be part of a table and may be quoted as such,
    :func:`.literal_column` can be that, or any other arbitrary column-oriented
    expression.

    :param text: the text of the expression; can be"
6788337,-3698624821544383893,36,BigQuery," Meta on the class will use
            the parent's Meta (or the first parent in the MRO if there are
            multiple parent classes).
            """"""
            pass

        self.assertEqual(list(SubCategoryForm.base_fields),
                         ['name','slug', 'url'])

    def test_subclassmeta_form(self):
        class SomeCategoryForm(forms.ModelForm):
            checkbox = forms.BooleanField()

            class Meta:
                model = Category
                fields = '__all__'

        class SubclassMeta(SomeCategoryForm):
            """""" We can also subclass the Meta inner class to change the fields
            "
3437968,2246537226978377563,7,BigQuery,"'useTcp',
        'useUdp',
    ]

    returnables = [
        'answer_default_zones',
        'cache_size',
        'randomize_query_case',
        'route_domain',
        'use_ipv4',
        'use_ipv6',
        'use_tcp',
        'use_udp',
    ]

    updatables = [
        'answer_default_zones',
        'cache_size',
        'randomize_query_case',
        'route_domain',
        'use_ipv4',
        'use_ipv6"
378761,-8589319941177537193,75,BigQuery,\u2a31\u2a32\u2a33\u2a34\u2a35\u2a36\u2a37\u2a38\u2a39\u2a3a\u2a3b\u2a3c\u2a3d\u2a3e\u2a3f\u2a40\u2a41\u2a42\u2a43\u2a44\u2a45\u2a46\u2a47\u2a48\u2a49\u2a4a\u2a4b\u2a4c\
529317,3856431626675034809,6,BigQuery,", ""
            ""set 'fqdn' instead"", DeprecationWarning, 2)
        self.fqdn = value

    @property
    def __peer(self):
        warn(""Access to __peer attribute on SMTPChannel is deprecated, ""
            ""use 'peer' instead"", DeprecationWarning, 2)
        return self.peer
    @__peer.setter
    def __peer(self, value):
        warn(""Setting __peer attribute on SMTPChannel is deprecated, ""
            ""set 'peer' instead"", DeprecationWarning, 2)
        self.peer = value

    @property
    def __conn(self):
"
3483210,-6276151496439991127,6,BigQuery,"        # simulate reading small chunks of the content
        reused_chunks = iter_slices(self._content, chunk_size)

        stream_chunks = generate()

        chunks = reused_chunks if self._content_consumed else stream_chunks

        if decode_unicode:
            chunks = stream_decode_response_unicode(chunks, self)

        return chunks

    def iter_lines(self, chunk_size=ITER_CHUNK_SIZE, decode_unicode=None, delimiter=None):
        """"""Iterates over the response data, one line at a time.  When
        stream=True"
1437522,-1546806430905143163,7,BigQuery,"self.last_printed = None
        self.create_time = None
        self.last_saved_time = None
        self.num_pages = None
        self.num_words = None
        self.num_chars = None
        self.thumbnail = None
        self.creating_application = None
        self.security = None
        # properties from DocumentSummaryInformation stream
        self.codepage_doc = None
        self.category = None
        self.presentation_target = None
        self.bytes = None
        self.lines = None
        self.paragraphs = None
        self.slides = None
        "
1149724,-4723320599989736978,8,BigQuery,"
            while True:
                coeff = _dlog10(c, e, places)
                # assert len(str(abs(coeff)))-p >= 1
                if coeff % (5*10**(len(str(abs(coeff)))-p-1)):
                    break
                places += 3
            ans = _dec_from_triple(int(coeff<0), str(abs(coeff)), -places)

        context = context._shallow_copy()
        rounding = context._set_rounding(ROUND_HALF_EVEN)
        ans = ans._fix(context)
        context.round"
1149724,2776148735232734370,8,BigQuery,"1(x)*(expm1(x)+2)
    #
    # R times to compute the sequence expm1(z/2**R),
    # expm1(z/2**(R-1)),..., exp(z/2), exp(z).

    # Find R such that x/2**R/M <= 2**-L
    R = _nbits((long(x)<<L)//M)

    # Taylor series.  (2**L)**T > M
    T = -int(-10*len(str(M))//(3*L))
    y = _div_nearest(x, T"
6622119,-955596748511891617,25,BigQuery,"None)]


Optional = _Optional(_root=True)


def _gorg(a):
    """"""Return the farthest origin of a generic class (internal helper).""""""
    assert isinstance(a, GenericMeta)
    while a.__origin__ is not None:
        a = a.__origin__
    return a


def _geqv(a, b):
    """"""Return whether two generic classes are equivalent (internal helper).

    The intention is to consider generic class X and any of its
    parameterized forms (X[T], X[int], etc.) as equivalent.

    However, X is not equivalent to a subclass of X.

    "
4665874,4032993544223655967,12,BigQuery,"', 'val_4');
INSERT INTO rolling_cf_standard (KEY, 'col_2', 'col_3', 'col_0', 'col_1', 'col_4') VALUES ('row_262', 'val_2', 'val_3', 'val_0', 'val_1', 'val_4');
INSERT INTO rolling_cf_standard (KEY, 'col_2', 'col_3', 'col_0', 'col_1', 'col_4') VALUES ('row_263', 'val_2', 'val_3', 'val_0', 'val_1', 'val_4');
INSERT INTO rolling_"
3121205,6923734044711348992,91,BigQuery,"[1]
            assert_equal(
                np.ravel_multi_index(coords, shape, order='F'), uncoords)
            assert_equal(coords, np.unravel_index(uncoords, shape, order='F'))

            coords = np.array(
                [[1, 0, 1, 2, 3, 4], [1, 6, 1, 3, 2, 0], [1, 3, 1, 0, 9, 5]],
                dtype=dtype)
            shape = (5, 8, 10)
            uncoords = 10*(8*coords[0]+coords[1])"
1710093,5710611913770687689,7,BigQuery,"def exportAttributes(self, outfile, level, already_processed, namespace_='', name_='MyDouble'):
        if self.MyAttr is not None and 'MyAttr' not in already_processed:
            already_processed.append('MyAttr')
            outfile.write(' MyAttr=%s' % (self.gds_format_string(quote_attrib(self.MyAttr).encode(ExternalEncoding), input_name='MyAttr'), ))
    def exportChildren(self, outfile, level, namespace_='', name_='MyDouble', fromsubclass_=False):
        pass"
3695899,-1707629815208958511,11,BigQuery," can be IPv4 unicast or IPv6 unicast.
              The default type is IPv4 unicast.
        choices: ['ipv4uni','ipv6uni']
'''

EXAMPLES = '''

- name: CloudEngine BGP test
  hosts: cloudengine
  connection: local
  gather_facts: no
  vars:
    cli:
      host: ""{{ inventory_hostname }}""
      port: ""{{ ansible_ssh_port }}""
      username: ""{{ username }}""
      password: ""{{ password }}""
      transport: cli

  tasks:

  - name"
2862961,-5781489759151777217,38,BigQuery,"< ns3::NetDeviceQueue, ns3::empty, ns3::DefaultDeleter< ns3::NetDeviceQueue > > const &', 'o')])
    ## simple-ref-count.h (module 'core'): static void ns3::SimpleRefCount<ns3::NetDeviceQueue, ns3::empty, ns3::DefaultDeleter<ns3::NetDeviceQueue> >::Cleanup() [member function]
    cls.add_method('Cleanup', 
                   'void', 
                   [], 
                   is_static=True)
    return

def register_Ns3SimpleRefCount__Ns3NixVector_Ns"
2619965,311363568804555416,26,BigQuery,"    'tremble',
    'trembleFuzz',
    'tremble_circlenodesnumber',
    'tremble_circlenodesnumber1',
    'tremble_draw',
    'tremble_ellipsenodesnumber',
    'tremble_ellipsenodesnumber1',
    'tremble_hyperbolanodesnumber',
    'tremble_marknodes',
    'tremble_markuniform',
    'tremble_parabolanodesnumber',
    'triangle',
    'triangleAbc',
    'triangleabc',
    'triangulate',
    'trico"
787299,-8955596640337089339,11,BigQuery," debug_strs is not None:
        debug_strs.append('Required field: latitude not set.')
    if (not self.has_longitude_):
      initialized = 0
      if debug_strs is not None:
        debug_strs.append('Required field: longitude not set.')
    return initialized

  def ByteSize(self):
    n = 0
    return n + 18

  def ByteSizePartial(self):
    n = 0
    if (self.has_latitude_):
      n += 9
    if (self.has_longitude_):
      n += 9
    return n

  "
4863921,8333886935347556072,36,BigQuery,"ware, self).setUp()

        @webob.dec.wsgify()
        def fake_app(req):
            self.context = req.environ['nova.context']
            return webob.Response()

        self.context = None
        self.middleware = nova.api.auth.NovaKeystoneContext(fake_app)
        self.request = webob.Request.blank('/')
        self.request.headers['X_TENANT_ID'] = 'testtenantid'
        self.request.headers['X_AUTH_TOKEN'] = 'testauthtoken'
        self.request.headers['"
2210638,-5582020532856721511,12,BigQuery,"Mac::SetExtendedAddress(ns3::Mac64Address address) [member function]
    cls.add_method('SetExtendedAddress', 
                   'void', 
                   [param('ns3::Mac64Address', 'address')])
    ## lr-wpan-mac.h (module 'lr-wpan'): void ns3::LrWpanMac::SetLrWpanMacState(ns3::LrWpanMacState macState) [member function]
    cls.add_method('SetLrWpanMacState', 
                   'void', 
                   [param('ns3::LrWpanMacState',"
3121245,-8689992899297602073,165,BigQuery,", value, **kwargs)

    def delete_cookie(self, key, path='/', domain=None):
        self.set_cookie(key, max_age=0, path=path, domain=domain,
                        expires='Thu, 01-Jan-1970 00:00:00 GMT')

    # Common methods used by subclasses

    def make_bytes(self, value):
        """"""Turn a value into a bytestring encoded in the output charset.""""""
        # Per PEP 3333, this response body must be bytes. To avoid returning
        # an instance of a subclass, this function returns `bytes(value)`.
        # This doesn"
378761,5808302951986023716,75,BigQuery,u6a27\u6a28\u6a29\u6a2a\u6a2b\u6a2c\u6a2d\u6a2e\u6a2f\u6a30\u6a31\u6a32\u6a33\u6a34\u6a35\u6a36\u6a37\u6a38\u6a39\u6a3a\u6a3b\u6a3c\u6a3d\u6a3e\u6a3f\u6a40\u6a41\u6a
378761,1158728196768174860,75,BigQuery,97f8\u97f9\u97fa\u97fb\u97fc\u97fd\u97fe\u97ff\u9800\u9801\u9802\u9803\u9804\u9805\u9806\u9807\u9808\u9809\u980a\u980b\u980c\u980d\u980e\u980f\u9810\u9811\u9812\u9813\u9814\u9815\u9816\u9817\u9818\u9819\u981a\u981b\u981
4802511,-1113974476384199655,8,BigQuery,"ES)
    n_samples, n_features = X.shape
    shape = (n_samples, n_features + 1)
    if sparse.issparse(X):
        if sparse.isspmatrix_coo(X):
            # Shift columns to the right.
            col = X.col + 1
            # Column indices of dummy feature are 0 everywhere.
            col = np.concatenate((np.zeros(n_samples), col))
            # Row indices of dummy feature are 0,..., n_samples-1.
            row = np.concatenate((np.arange(n_samples"
6242540,-4204498723166036590,22,BigQuery," and start from scratch."")

    parser.set_defaults(system_site_packages=False)
    parser.add_option(
        '--no-site-packages',
        dest='system_site_packages',
        action='store_false',
        help=""DEPRECATED. Retained only for backward compatibility. ""
             ""Not having access to global site-packages is now the default behavior."")

    parser.add_option(
        '--system-site-packages',
        dest='system_site_packages',
        action='store_true',
        help=""Give the virtual environment access to the global site-packages."")

    parser.add_option"
5726684,-1393206361125887544,18,BigQuery,"<paragraph>
            Paragraph.
""""""],
[""""""\
1. Item 1.
2. Item 2.
3. Numbered Title
=================

Paragraph.
"""""",
""""""\
<document source=""test data"">
    <enumerated_list enumtype=""arabic"" prefix="""" suffix=""."">
        <list_item>
            <paragraph>
                Item 1.
        <list_item>
            <paragraph>
                Item 2.
    <system_message level=""2"" line=""3"" source=""test data"" type=""WARNING"">
        <paragraph>
            Enumerated list ends without a blank line;"
2210638,-7712575624066062253,12,BigQuery,"IsMatchingType', 
                   'bool', 
                   [param('ns3::Address const &', 'address')], 
                   is_static=True)
    return

def register_Ns3McpsDataConfirmParams_methods(root_module, cls):
    ## lr-wpan-mac.h (module 'lr-wpan'): ns3::McpsDataConfirmParams::McpsDataConfirmParams() [constructor]
    cls.add_constructor([])
    ## lr-wpan-mac.h (module 'lr-wpan'): ns3::McpsDataConfirmPar"
5665919,8370792965328482537,8,BigQuery,"G, **kwargs),
                     msg=msg.format(flow_func.__name__))

def test_white_harary_1():
    # Figure 1b white and harary (2001)
    # # http://eclectic.ss.uci.edu/~drwhite/sm-w23.PDF
    # A graph with high adhesion (edge connectivity) and low cohesion
    # (vertex connectivity)
    G = nx.disjoint_union(nx.complete_graph(4), nx.complete_graph(4))
    G.remove_node(7)
    for i in range(4, 7):
        "
75088,722019085129401847,8,BigQuery,"(list(self.form_class.base_fields), ['name', 'tags'])

        f = self.form_class({'name': 'apple', 'tags': 'green, red, yummy'})
        self.assert_form_renders(f, """"""<tr><th><label for=""id_name"">Name:</label></th><td><input id=""id_name"" type=""text"" name=""name"" value=""apple"" maxlength=""50"" /></td></tr>
<tr><th><label for=""id_tags"">Tags:</label></th><td><input type=""text"" name=""tags"" value=""green, red,"
1179655,-876569468460387461,6,BigQuery,"UTH_STRICT_PARSING and WWW_AUTH_STRICT or WWW_AUTH_RELAXED
            while authenticate:
                # Break off the scheme at the beginning of the line
                if headername == 'authentication-info':
                    (auth_scheme, the_rest) = ('digest', authenticate)
                else:
                    (auth_scheme, the_rest) = authenticate.split("" "", 1)
                # Now loop over all the key value pairs that come after the scheme,
                # being careful not to roll into the next scheme
                match = www_auth.search(the_rest)
                auth"
378175,4894960863046356714,11,BigQuery,"
        self.fields = deepcopy(self.base_fields)

    def __unicode__(self):
        return self.as_table()

    def __iter__(self):
        for name, field in self.fields.items():
            yield BoundField(self, field, name)

    def __getitem__(self, name):
        ""Returns a BoundField with the given name.""
        try:
            field = self.fields[name]
        except KeyError:
            raise KeyError('Key %r not found in Form' % name)
        return BoundField(self, field, name)

    def _get_errors("
5014583,-4143621250294761831,7,BigQuery,"        ('TSNE with AnnoyTransformer', make_pipeline(
            AnnoyTransformer(n_neighbors=n_neighbors, metric='sqeuclidean'),
            TSNE(metric='precomputed', perplexity=perplexity,
                 method=""barnes_hut"", random_state=42, n_iter=n_iter), )),
        ('TSNE with NMSlibTransformer', make_pipeline(
            NMSlibTransformer(n_neighbors=n_neighbors, metric='sqeuclidean'),
            TSNE(metric='precomputed', perplexity="
5666746,-3164432481771045514,66,BigQuery,"', 'arg0')])
    ## data-collector.h (module'stats'): ns3::DataCollector::DataCollector() [constructor]
    cls.add_constructor([])
    ## data-collector.h (module'stats'): void ns3::DataCollector::AddDataCalculator(ns3::Ptr<ns3::DataCalculator> datac) [member function]
    cls.add_method('AddDataCalculator', 
                   'void', 
                   [param('ns3::Ptr< ns3::DataCalculator >', 'datac')])
    ## data-collector."
712130,-2996070510284103446,28,BigQuery,"
        elif dWeekStart == dSchedStart + relativedelta(days=+7):
            sched_obj.add_restdays(
                cr, uid, sched,'restday_ids2', rest_days=nrest_days,
                context=context
            )
        elif dWeekStart == dSchedStart + relativedelta(days=+14):
            sched_obj.add_restdays(
                cr, uid, sched,'restday_ids3', rest_days=nrest_days,
                context=context
            )
        elif dWeekStart == dSchedStart + relativedelta"
1573604,1574129919951631187,7,BigQuery,"(variance, [-1])
        else:
          mean, variance = nn.weighted_moments(inputs, moments_axes,
                                               batch_weights)

      moving_vars_fn = lambda: (moving_mean, moving_variance)
      if updates_collections is None:
        def _force_updates():
          """"""Internal function forces updates moving_vars if is_training.""""""
          update_moving_mean = moving_averages.assign_moving_average(
              moving_mean, mean, decay, zero_debias=zero_debias_moving_mean)
          update_moving_variance"
5666746,-5573273865409813848,66,BigQuery,"], 
                   is_virtual=True)
    ## double-probe.h (module'stats'): void ns3::DoubleProbe::ConnectByPath(std::string path) [member function]
    cls.add_method('ConnectByPath', 
                   'void', 
                   [param('std::string', 'path')], 
                   is_virtual=True)
    ## double-probe.h (module'stats'): static ns3::TypeId ns3::DoubleProbe::GetTypeId() [member function]
    cls.add_method('GetTypeId', 
                   'ns3::TypeId', 
                   "
1786173,7331795490739132318,14,BigQuery,"apHeader(ns3::RadiotapHeader const & arg0) [copy constructor]
    cls.add_constructor([param('ns3::RadiotapHeader const &', 'arg0')])
    ## radiotap-header.h (module 'network'): ns3::RadiotapHeader::RadiotapHeader() [constructor]
    cls.add_constructor([])
    ## radiotap-header.h (module 'network'): uint32_t ns3::RadiotapHeader::Deserialize(ns3::Buffer::Iterator start) [member function]
    cls.add_method('Deserialize', 
                   "
2302519,-8457099812140125721,29,BigQuery,"parsed_meta = soup.find('meta', {'http-equiv': 'Content-type'})
        content = parsed_meta['content']
        self.assertEqual('text/html; charset=x-sjis', content)

        # But that value is actually a ContentMetaAttributeValue object.
        self.assertTrue(isinstance(content, ContentMetaAttributeValue))

        # And it will take on a value that reflects its current
        # encoding.
        self.assertEqual('text/html; charset=utf8', content.encode(""utf8""))

        # For the rest of the story, see TestSubstit"
6652181,-7553764934410720116,18,BigQuery,"AL_SERVER_ERROR = 500
NOT_IMPLEMENTED = 501
BAD_GATEWAY = 502
SERVICE_UNAVAILABLE = 503
GATEWAY_TIMEOUT = 504
HTTP_VERSION_NOT_SUPPORTED = 505
INSUFFICIENT_STORAGE = 507
NOT_EXTENDED = 510

# Mapping status codes to official W3C names
responses = {
    100: 'Continue',
    101: 'Switching Protocols',

    200: 'OK',
    201: 'Created',
    202: 'Accepted',
    203: 'Non-Authoritative Information',
    204:"
378761,5931711588782332209,75,BigQuery,f1\ue9f2\ue9f3\ue9f4\ue9f5\ue9f6\ue9f7\ue9f8\ue9f9\ue9fa\ue9fb\ue9fc\ue9fd\ue9fe\ue9ff\uea00\uea01\uea02\uea03\uea04\uea05\uea06\uea07\uea08\uea09\uea0a\uea0b\uea0c\uea0d\uea0e\uea0f\uea10\uea11\uea12\ue
6151456,-1267966787538714015,9,BigQuery,"assertEqual([c.next(), c.next()], range(2))
        self.assertEqual(list(a), range(100,2000))
        self.assertEqual(list(c), range(2,2000))

        # test values of n
        self.assertRaises(TypeError, tee, 'abc', 'invalid')
        self.assertRaises(ValueError, tee, [], -1)
        for n in xrange(5):
            result = tee('abc', n)
            self.assertEqual(type(result), tuple)
            self.assertEqual(len(result), n)
            self."
3453632,-8894902982072653447,22,BigQuery,"'description': description,
                'entries': entries,
            }


class BiliBiliBangumiIE(InfoExtractor):
    _VALID_URL = r'https?://bangumi\.bilibili\.com/anime/(?P<id>\d+)'

    IE_NAME = 'bangumi.bilibili.com'
    IE_DESC = 'BiliBili番剧'

    _TESTS = [{
        'url': 'http://bangumi.bilibili.com/anime/1869',
        'info_dict': {
            'id': '1869',
            't"
5741400,-2224437102649022794,8,BigQuery,"Token()
            self.index += 1
            ch = self.scanHexEscape('u')
            if not ch or ch == '\\' or not isIdentifierStart(ch[0]):
                self.throwUnexpectedToken()
            d = ch
        while (self.index < self.length):
            ch = self.ccode()
            if not isIdentifierPart(ch):
                break
            self.index += 1
            d += unichr(ch)

            # '\u' (U+005C, U+0075) denotes an escaped character.
            if (ch == 0x5C):
                d ="
